country,n_beers,avg_abv,max_abv_beer,max_abv_brewery,max_abv,best_beer,best_brewery,best_beer_score,popular_beer,popular_brewery,popularity,n_beers_IPA,avg_abv_IPA,max_abv_beer_IPA,max_abv_brewery_IPA,max_abv_IPA,best_beer_IPA,best_brewery_IPA,best_beer_score_IPA,popular_beer_IPA,popular_brewery_IPA,popularity_IPA,n_beers_Lager,avg_abv_Lager,max_abv_beer_Lager,max_abv_brewery_Lager,max_abv_Lager,best_beer_Lager,best_brewery_Lager,best_beer_score_Lager,popular_beer_Lager,popular_brewery_Lager,popularity_Lager,n_beers_Ale,avg_abv_Ale,max_abv_beer_Ale,max_abv_brewery_Ale,max_abv_Ale,best_beer_Ale,best_brewery_Ale,best_beer_score_Ale,popular_beer_Ale,popular_brewery_Ale,popularity_Ale,n_beers_Stout,avg_abv_Stout,max_abv_beer_Stout,max_abv_brewery_Stout,max_abv_Stout,best_beer_Stout,best_brewery_Stout,best_beer_score_Stout,popular_beer_Stout,popular_brewery_Stout,popularity_Stout,n_beers_Pilsner,avg_abv_Pilsner,max_abv_beer_Pilsner,max_abv_brewery_Pilsner,max_abv_Pilsner,best_beer_Pilsner,best_brewery_Pilsner,best_beer_score_Pilsner,popular_beer_Pilsner,popular_brewery_Pilsner,popularity_Pilsner,n_beers_Porter,avg_abv_Porter,max_abv_beer_Porter,max_abv_brewery_Porter,max_abv_Porter,best_beer_Porter,best_brewery_Porter,best_beer_score_Porter,popular_beer_Porter,popular_brewery_Porter,popularity_Porter,n_beers_Fruit,avg_abv_Fruit,max_abv_beer_Fruit,max_abv_brewery_Fruit,max_abv_Fruit,best_beer_Fruit,best_brewery_Fruit,best_beer_score_Fruit,popular_beer_Fruit,popular_brewery_Fruit,popularity_Fruit,n_beers_Roggenbier,avg_abv_Roggenbier,max_abv_beer_Roggenbier,max_abv_brewery_Roggenbier,max_abv_Roggenbier,best_beer_Roggenbier,best_brewery_Roggenbier,best_beer_score_Roggenbier,popular_beer_Roggenbier,popular_brewery_Roggenbier,popularity_Roggenbier,n_beers_Herb,avg_abv_Herb,max_abv_beer_Herb,max_abv_brewery_Herb,max_abv_Herb,best_beer_Herb,best_brewery_Herb,best_beer_score_Herb,popular_beer_Herb,popular_brewery_Herb,popularity_Herb,n_beers_Smoke,avg_abv_Smoke,max_abv_beer_Smoke,max_abv_brewery_Smoke,max_abv_Smoke,best_beer_Smoke,best_brewery_Smoke,best_beer_score_Smoke,popular_beer_Smoke,popular_brewery_Smoke,popularity_Smoke,n_beers_Barleywine,avg_abv_Barleywine,max_abv_beer_Barleywine,max_abv_brewery_Barleywine,max_abv_Barleywine,best_beer_Barleywine,best_brewery_Barleywine,best_beer_score_Barleywine,popular_beer_Barleywine,popular_brewery_Barleywine,popularity_Barleywine
LT,653.0,5.545421133231234,Fuggin' Awesome,Rinkuškiai,16.0,Vilkmergės Kriek,Vilkmergės Alus,3.6916666666666664,Svyturys Ekstra,UAB Švyturys - Utenos alus,241.0,28.0,5.771428571428571,Dubults,Širvėnos Bravoras,7.2,Dvi Laisvės,Genys Brewing Co.,3.4575,Bosuns Moustache,Raudonų Plytų Alaus Dirbtuvės (Brick By Brick Beer Workshop),19.0,215.0,5.833023255813953,Fuggin' Awesome,Rinkuškiai,16.0,Ungurio Kojos (Eel Legs),Raudonų Plytų Alaus Dirbtuvės (Brick By Brick Beer Workshop),3.6269230769230774,Svyturys Ekstra,UAB Švyturys - Utenos alus,241.0,104.0,5.298269230769231,Ąžuolas,Vilniaus Alus UAB,9.8,R (Raudonis),Širvėnos Bravoras,3.5300000000000002,Werewolf,Rinkuškiai,144.0,21.0,5.5476190476190474,Compass II,UAB Švyturys - Utenos alus,9.2,Coconut Milk Stout,Sakiškių Alus,3.4924999999999997,Ryklio Kavinukas (Shark’s Coffee Pot),Raudonų Plytų Alaus Dirbtuvės (Brick By Brick Beer Workshop),11.0,16.0,4.58125,Krafto Alus - Photography Beer,Butautu Dvaro Bravoras / UAB Fulgor,5.1,Rinkuškių Pilsneris,Rinkuškiai,3.464,Kalnapilis Pilsner,Alaus Darykla Kalnapilis,27.0,22.0,6.804545454545454,Catherine The Great,Genys Brewing Co.,9.5,Porter,Utenos Alus,3.4861214953271036,Porter,Utenos Alus,212.0,34.0,4.2,Cocka-Too Pomegranate Deluxe Beer,Rinkuškiai,12.0,Vilkmergės Kriek,Vilkmergės Alus,3.6916666666666664,Cocka-Too Pomegranate Deluxe Beer,Rinkuškiai,21.0,3.0,5.166666666666667,Kurko Keptinis,Širvėnos Bravoras,5.2,Kurko Keptinis,Širvėnos Bravoras,3.254,Kurko Keptinis,Širvėnos Bravoras,3.0,40.0,5.636999999999999,Senojo Vilniaus Tamsusis Aromatizuotas,Vilniaus Alus UAB,7.5,Vasaknų Dvaro Gurmanų,Vasaknų Dvaro,3.3033333333333332,Vilniaus Alus Tamsusis Su olelėmis (Dark With Herbs),Vilniaus Alus UAB,7.0,5.0,5.84,Smoked Porter,Sakiškių Alus,6.8,Kovarnių,Širvėnos Bravoras,3.464,Kovarnių,Širvėnos Bravoras,3.0,3.0,12.533333333333333,Vilniaus 13 Statinių Tamsusis,Vilniaus Alus UAB,14.0,Vilniaus 13 Statinių Tamsusis,Vilniaus Alus UAB,2.983333333333333,Vilniaus 13 Statinių Tamsusis,Vilniaus Alus UAB,4.0
HU,423.0,5.802955082742316,Tsunami,Hopfanatic Brewery,15.0,Balkezes Hopster Nyilván IPA,MONYO Brewing Co.,3.767142857142857,Dreher Classic,Dreher Brewery,86.0,93.0,6.676344086021505,Pilot series #6 Tripla New England Inspired IPA,Horizont Sörök,10.5,Balkezes Hopster Nyilván IPA,MONYO Brewing Co.,3.767142857142857,Távoli Galaxis,Rothbeer Brewery,17.0,61.0,4.62950819672131,Kapucinus Illuminátor,Kapucinus Sörfőzde,7.2,Keserű Méz,Fóti Kézműves Sörfőzde,3.439230769230769,Dreher Classic,Dreher Brewery,86.0,81.0,5.549382716049384,Game Over,Legenda Sörfőzde,12.0,BLK IPA,MONYO Brewing Co.,3.482,Dreher Pale Ale,Dreher Brewery,7.0,27.0,8.58148148148148,Tsunami,Hopfanatic Brewery,15.0,Angry Beast,Hopfanatic Brewery,3.55,Bors Sherwood Ale,Cervisia Kft. - Győrzámolyi Serfőzde,10.0,18.0,4.8,Monarchista,Békésszentandrási Serfőzde (Agro Flott Bt.),7.0,Monarchista,Békésszentandrási Serfőzde (Agro Flott Bt.),3.1775,Spaten,Borsodi Brewery,11.0,12.0,6.675,Hopfanatic / Nils Hansen Importer,Hopfanatic Brewery,10.5,Fekete Erdő,Hopfanatic Brewery,3.1933333333333334,Fekete Erdő,Hopfanatic Brewery,4.0,44.0,3.738636363636365,Szent András Könnye,Békésszentandrási Serfőzde (Agro Flott Bt.),9.0,Szent András Könnye,Békésszentandrási Serfőzde (Agro Flott Bt.),3.3685714285714283,Szent András Könnye,Békésszentandrási Serfőzde (Agro Flott Bt.),5.0,,,,,,,,,,,,8.0,5.4125,Christmas Singularity,Hopfanatic Brewery,9.0,Narancsos-Mézes Gyömbérsör,Fóti Kézműves Sörfőzde,3.025,Alulu California Coconut Pale Ale,Hopfanatic Brewery,4.0,3.0,6.266666666666667,Pyromania,Rothbeer Brewery,7.5,Pyromania,Rothbeer Brewery,3.1875,Pyromania,Rothbeer Brewery,2.0,7.0,11.257142857142856,Old King Clancy,Mad Scientist Beer,13.2,Franky Four Fingers Barley Wine,MONYO Brewing Co.,3.4175,Nutty Moose,MONYO Brewing Co.,2.0
AT,820.0,5.683329268292669,Krinnawible,Brauerei Gusswerk GmbH,14.5,Augustiner Bräu Märzen Bier,Augustiner Bräu - Kloster Mülln,4.319692307692307,Samichlaus Classic Bier,Brauerei Schloss Eggenberg,2119.0,37.0,6.72162162162162,New Year Imperial Ale 2013,Die BierZauberei,11.5,NZ Victory Hop Devil IPA,1516 Brewing Company,3.959782608695653,NZ Victory Hop Devil IPA,1516 Brewing Company,90.0,136.0,4.971323529411766,Samichlaus Schwarzes,Brauerei Schloss Eggenberg,14.0,Samichlaus Schwarzes,Brauerei Schloss Eggenberg,4.143857142857142,Gösser,Brau Union Österreich AG,220.0,75.0,5.935599999999999,Aleysium 1852,Die BierZauberei,10.2,Gregorius,Stift Engelszell,3.863750000000002,Gregorius,Stift Engelszell,550.0,21.0,6.904761904761905,Siberian Table Beer,Bevog Brewery,11.3,Baja Oatmeal Stout,Bevog Brewery,3.7521621621621617,Baja Oatmeal Stout,Bevog Brewery,35.0,59.0,5.02542372881356,Werk Nr. 1,Bierschmiede,7.0,Landbier,Brauerei Kapsreiter GmbH,3.749285714285715,Stiegl Pils,Stieglbrauerei zu Salzburg GmbH,541.0,11.0,6.736363636363635,Sonnenkonig III,Stieglbrauerei zu Salzburg GmbH,12.0,Ond Smoked Porter,Bevog Brewery,3.918857142857142,Ond Smoked Porter,Bevog Brewery,33.0,32.0,2.98125,Kaltenhausen Spezial Maroni Style,Hofbräu Kaltenhausen (Brau Union),6.9,Stiegl Radler (Grapefruit),Stieglbrauerei zu Salzburg GmbH,3.8139649845520087,Stiegl Radler (Grapefruit),Stieglbrauerei zu Salzburg GmbH,969.0,5.0,5.34,Slow 2,Handbrauerei Gerhard Forstner,6.2,Schremser Roggen Bier,Brauerei Schrems,3.6199999999999997,Schlägl Bio-Roggen,Stiftsbrauerei Schlägl,41.0,21.0,5.757142857142857,Waldbier 2014 Schwarzkiefer,Kiesbye's BIERkulturHAUS,8.7,Edelweiss Weissbier Snowfresh,Hofbräu Kaltenhausen (Brau Union),3.87868686868687,Edelweiss Weissbier Snowfresh,Hofbräu Kaltenhausen (Brau Union),97.0,4.0,8.024999999999999,Krinnawible,Brauerei Gusswerk GmbH,14.5,Ond Smoked Porter,Bevog Brewery,3.918857142857142,Ond Smoked Porter,Bevog Brewery,33.0,8.0,10.400000000000002,Eisknacker,Brew Age,12.4,Dies Iræ,Brauerei Gusswerk GmbH,3.7916666666666665,Barleywine Ale,Brauerei Hofstetten Krammer GmbH & Co. KG,39.0
RS,128.0,5.199999999999999,Druga Saradnja,Kabinet Brewery,10.0,SuperNova,Kabinet Brewery,4.021304347826087,Jelen Svetlo Pivo,Apatinska Pivara A.D.,114.0,20.0,6.2299999999999995,Stalker,RazBeerbriga,7.6,SuperNova,Kabinet Brewery,4.021304347826087,SuperNova,Kabinet Brewery,21.0,29.0,4.834482758620689,Jelen Strong,Apatinska Pivara A.D.,7.3,Vertigo,Kabinet Brewery,3.44375,Jelen Svetlo Pivo,Apatinska Pivara A.D.,114.0,28.0,5.460714285714286,Kabinet Kolaboracija 01,Kabinet Brewery,8.5,Brrkaaa,Kabinet Brewery,3.740416666666667,Brrkaaa,Kabinet Brewery,22.0,7.0,6.7,Druga Saradnja,Kabinet Brewery,10.0,O2 Kolaboracija Caramel Stout,Kabinet Brewery,3.481666666666667,Cassius Stout,Kabinet Brewery,7.0,7.0,4.771428571428571,Krugher & Brent Pils,Krugher & Brent,5.5,Carlsberg,Carlsberg Srbija D.O.O. Pivara,3.0700000000000003,Niksicko Pivo,Apatinska Pivara A.D.,34.0,3.0,6.133333333333333,Bob Barley,Kabinet Brewery,6.5,Bob Barley,Kabinet Brewery,3.5381818181818185,Porter,Kabinet Brewery,13.0,11.0,2.3181818181818183,Pop My Visnja,Kabinet Brewery,5.5,Pop My Visnja,Kabinet Brewery,2.9,Jelen Fresh Grejpfrut,Apatinska Pivara A.D.,9.0,1.0,6.5,Kaš Rye IPA,Kaš Balkan Brewtopia,6.5,Kaš Rye IPA,Kaš Balkan Brewtopia,3.6357142857142857,Kaš Rye IPA,Kaš Balkan Brewtopia,5.0,3.0,4.866666666666667,Melisa,Kabinet Brewery,5.4,Melisa,Kabinet Brewery,3.3989999999999996,Melisa,Kabinet Brewery,8.0,1.0,5.4,Smoked Porter,Birra Sabaja,5.4,Smoked Porter,Birra Sabaja,2.703333333333333,Smoked Porter,Birra Sabaja,1.0,,,,,,,,,,,
MK,18.0,4.761111111111111,Ris (Lynx) Premium,Pivnica Star Grad Old Town Brewery,7.0,The Man IPA,Pivnica Star Grad Old Town Brewery,3.156,Skopsko,Skopska Pivara (Heineken),42.0,1.0,5.0,The Man IPA,Pivnica Star Grad Old Town Brewery,5.0,The Man IPA,Pivnica Star Grad Old Town Brewery,3.156,The Man IPA,Pivnica Star Grad Old Town Brewery,3.0,10.0,4.78,Ris (Lynx) Premium,Pivnica Star Grad Old Town Brewery,7.0,Golden Dab,Prilepska Pivarnica,3.1392857142857147,Golden Dab,Prilepska Pivarnica,12.0,1.0,5.0,The Man IPA,Pivnica Star Grad Old Town Brewery,5.0,The Man IPA,Pivnica Star Grad Old Town Brewery,3.156,The Man IPA,Pivnica Star Grad Old Town Brewery,3.0,,,,,,,,,,,,3.0,4.633333333333334,Skopsko,Skopska Pivara (Heineken),4.9,Skopsko,Skopska Pivara (Heineken),2.9231818181818174,Skopsko,Skopska Pivara (Heineken),42.0,1.0,5.0,Blackout Porter,Pivnica Star Grad Old Town Brewery,5.0,Blackout Porter,Pivnica Star Grad Old Town Brewery,2.9725,Blackout Porter,Pivnica Star Grad Old Town Brewery,2.0,1.0,4.0,Skopsko Cresha,Skopska Pivara (Heineken),4.0,Skopsko Cresha,Skopska Pivara (Heineken),2.5066666666666664,Skopsko Cresha,Skopska Pivara (Heineken),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,24.0,5.148333333333333,El Diablo Super Strong Brew,PT Bali Hai Brewery Indonesia,12.0,Bronze Ale,Bali Storm Brewing Company,3.1750000000000003,Bir Bintang Pilsner,Bintang,137.0,,,,,,,,,,,,7.0,5.928571428571429,El Diablo Super Strong Brew,PT Bali Hai Brewery Indonesia,12.0,Prost Beer,Prost Beer,2.98,Bir Bintang Pilsner,Bintang,137.0,4.0,4.65,Bronze Ale,Bali Storm Brewing Company,5.4,Bronze Ale,Bali Storm Brewing Company,3.1750000000000003,Golden Ale,Bali Storm Brewing Company,6.0,5.0,5.46,Anker Stout,Delta Djakarta,7.2,Panther Fine Extra Stout,PT Bali Hai Brewery Indonesia,3.138,Anker Stout,Delta Djakarta,10.0,4.0,4.7975,Anker Bir,Delta Djakarta,5.0,Bamboo Pilsner,Bamboo Bar & Grill,2.5066666666666664,Anker Bir,Delta Djakarta,19.0,,,,,,,,,,,,1.0,4.97,Stark Mango Ale,Lovina Beach Brewery,4.97,Stark Mango Ale,Lovina Beach Brewery,2.56,Stark Mango Ale,Lovina Beach Brewery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,94.0,5.946808510638297,RyeØ,Young Master Ales,11.5,Island 1842 Imperial IPA,Young Master Ales,3.6879999999999997,The Young Master Classic,Young Master Ales,11.0,22.0,6.2318181818181815,Yat Cheen,Young Master Ales,10.0,Island 1842 Imperial IPA,Young Master Ales,3.6879999999999997,Big Wave Bay IPA,Hong Kong Beer Co.,10.0,7.0,4.614285714285715,Hong Kong Beer,Hong Kong Beer Co.,5.1,South Cloud Lager,Moonzen Brewery,2.9499999999999997,Hong Kong Beer,The Hong Kong S.A.R. Brewing Co.,9.0,26.0,5.492307692307692,Devil's Peak Black IPA,Hong Kong Beer Co.,8.0,The Young Master Classic,Young Master Ales,3.600769230769231,The Young Master Classic,Young Master Ales,11.0,11.0,7.6,Moonzen / Against The Grain King Yama's Underworld Stout,Moonzen Brewery,11.5,Sevens Stout,Hong Kong Beer Co.,3.222857142857143,Sevens Stout,Hong Kong Beer Co.,5.0,3.0,4.466666666666667,Golden Mushroom Lager,The Trafalgar Brewing Company,4.7,Contemporary Pilsner,Young Master Ales,2.966666666666667,Gweilo Pilsner,Gweilo Beer,1.0,2.0,7.0,Yama,Moonzen Brewery,8.0,Yama,Moonzen Brewery,3.4475,Kitchen God Honey Porter,Moonzen Brewery,2.0,1.0,3.8,Lady in Red,Lion Rock Brewery,3.8,Lady in Red,Lion Rock Brewery,2.75,Lady in Red,Lion Rock Brewery,1.0,4.0,8.35,RyeØ,Young Master Ales,11.5,Golden Era Old Fashioned (Rye Whiskey Barrel Aged),Young Master Ales,3.0,RyeØ,Young Master Ales,1.0,,,,,,,,,,,,1.0,4.7,Holy Smokey,Lion Rock Brewery,4.7,Holy Smokey,Lion Rock Brewery,2.9166666666666665,Holy Smokey,Lion Rock Brewery,1.0,,,,,,,,,,,
PH,150.0,6.127666666666666,Black Magic Woman,The Cebruery,10.3,Singlespeed,Turning Wheels Craft Brewery,3.4859999999999998,San Miguel Premium Lager,San Miguel Brewery Inc.,424.0,39.0,7.270769230769231,Still Standing IPA,The Cebruery,10.0,De Puta Madre,Crows Craft Brewing Co.,3.4699999999999998,Exit Wounds IPA,Crazy Carabao Brewing Co.,4.0,19.0,5.157894736842104,Red Horse Beer,San Miguel Brewery Inc.,8.0,San Miguel Dark Lager,San Miguel Brewery Inc.,3.4348888888888873,San Miguel Premium Lager,San Miguel Brewery Inc.,424.0,38.0,5.844736842105264,Norwegian Wood,The Cebruery,9.5,Tuff Tuko Pale Ale,Crazy Carabao Brewing Co.,3.22,Indio Pale Ale,Katipunan Craft Ales,4.0,7.0,7.042857142857143,Black Magic Woman,The Cebruery,10.3,Singlespeed,Turning Wheels Craft Brewery,3.4859999999999998,Singlespeed,Turning Wheels Craft Brewery,3.0,6.0,4.966666666666667,Old Xavier 56,Baguio Craft Brewery,6.0,Old Xavier 56,Baguio Craft Brewery,2.965,San Miguel Pale Pilsen,San Miguel Brewery Inc.,253.0,4.0,6.075,Pandan Porter,Craftpoint Brewing Co.,6.5,Chocolate Hills Porter,The Cebruery,3.0925000000000002,Chocolate Hills Porter,The Cebruery,2.0,5.0,3.558,Lagud Strawberry Beer,Baguio Craft Brewery,6.1,Lagud Strawberry Beer,Baguio Craft Brewery,2.8325,San Miguel Apple,San Miguel Brewery Inc.,3.0,,,,,,,,,,,,2.0,7.800000000000001,Brazo De Marzo,Great Islands Craft Brewery,8.3,Santa's Little Helper,The Brewery at the Palace,2.65,Santa's Little Helper,The Brewery at the Palace,1.0,2.0,6.3,Kapre Roasted IPA (Limited Release -2015),Alamat Craft Brew,6.6,Kapre Roasted IPA (Limited Release -2016),Alamat Craft Brew,3.3525,Kapre Roasted IPA (Limited Release -2016),Alamat Craft Brew,2.0,1.0,9.5,American Woman,The Cebruery,9.5,,,,,,
LA,14.0,4.992857142857143,Beerlao Dark,Lao Brewery Co.,6.5,Beerlao Dark,Lao Brewery Co.,3.287087912087914,Beerlao Lager,Lao Brewery Co.,266.0,,,,,,,,,,,,11.0,4.945454545454545,Beerlao Dark,Lao Brewery Co.,6.5,Beerlao Dark,Lao Brewery Co.,3.287087912087914,Beerlao Lager,Lao Brewery Co.,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.25,Golden Palm,Batieng Brewery,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RE,22.0,5.481818181818182,Triple,Picaro,8.0,Bourbon,Brasserie de Bourbon,2.706666666666667,Bourbon,Brasserie de Bourbon,1.0,,,,,,,,,,,,2.0,5.0,Bourbon 974,Brasserie de Bourbon,5.0,Bourbon,Brasserie de Bourbon,2.706666666666667,Bourbon,Brasserie de Bourbon,1.0,10.0,5.62,Originale,Picaro,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.3999999999999995,Bourbon De Noel,Brasserie de Bourbon,5.0,,,,,,,,,,,,,,,,,,2.0,5.75,Vanilla,Brasserie de l'Ilet,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KG,15.0,4.093333333333334,Nashe Shakhterskoe,Abdysh-Ata (Абдыш Ата),4.8,Zhivoe,Abdysh-Ata (Абдыш Ата),2.6666666666666665,Zhivoe,Abdysh-Ata (Абдыш Ата),1.0,,,,,,,,,,,,13.0,4.1000000000000005,Nashe Shakhterskoe,Abdysh-Ata (Абдыш Ата),4.8,Zhivoe,Abdysh-Ata (Абдыш Ата),2.6666666666666665,Zhivoe,Abdysh-Ata (Абдыш Ата),1.0,1.0,3.5,Urban 312 Wheat Beer,Abdysh-Ata (Абдыш Ата),3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZW,18.0,4.65,Trigger Stout,Bespoke Brewers,5.5,Zambezi,Delta Beverages,3.0226923076923073,Zambezi,Delta Beverages,24.0,1.0,4.5,India Pale Ale,Bespoke Brewers,4.5,,,,,,,11.0,4.672727272727273,Carling Black Label - Delta,Delta Beverages,5.5,Zambezi,Delta Beverages,3.0226923076923073,Zambezi,Delta Beverages,24.0,4.0,4.625,Gudo,Sarungano Brewing,5.5,,,,,,,1.0,5.5,Trigger Stout,Bespoke Brewers,5.5,,,,,,,1.0,3.8,Golden Pilsener,Delta Beverages,3.8,Golden Pilsener,Delta Beverages,2.5925000000000002,Golden Pilsener,Delta Beverages,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MU,22.0,6.281818181818181,Touni Minuit Father,Flying Dodo Brewing Company,12.0,Belgian-Style Märzen,Flying Dodo Brewing Company,3.3166666666666664,Phoenix Beer,Phoenix Beverages Group,30.0,3.0,6.266666666666667,India Pale Ale,Flying Dodo Brewing Company,7.0,,,,,,,6.0,5.833333333333333,Black Eagle Xtra,Universal Breweries Ltd,7.0,Phoenix Beer,Phoenix Beverages Group,2.7640625,Phoenix Beer,Phoenix Beverages Group,30.0,5.0,6.959999999999999,Touni Minuit Father,Flying Dodo Brewing Company,12.0,,,,,,,1.0,9.0,Touni Minuit Imperial Black Stout,Flying Dodo Brewing Company,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.5,Phoenix Fresh - Lemon,Phoenix Beverages Group,3.5,Phoenix Fresh - Lemon,Phoenix Beverages Group,2.5733333333333337,Phoenix Fresh - Lemon,Phoenix Beverages Group,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.8,Smoky Amber Wheat Beer,Flying Dodo Brewing Company,4.8,,,,,,,,,,,,,,,,,
HR,101.0,4.956435643564357,RIS Barrel Aged,Zmajska Pivovara,10.1,Pale Ale,Zmajska Pivovara,3.8208333333333333,Karlovačko Pivo,Karlovaċka Pivovara,431.0,16.0,6.36875,5th Element Imperial IPA,Pivovara Daruvar d.o.o.,7.5,Pozoj IPA,Zmajska Pivovara,3.795555555555555,Fakin IPA,Pivnica Medvedgrad Adijina,18.0,25.0,5.228,Grička Vještica,Pivnica Medvedgrad Adijina,7.5,Grička Vještica,Pivnica Medvedgrad Adijina,3.7178571428571425,Ozujsko Pivo,Zagrebaèka Pivovara D.d.,122.0,23.0,5.36086956521739,Citrus IPA,The Garden Brewery,7.2,Pale Ale,Zmajska Pivovara,3.8208333333333333,Pale Ale,Zmajska Pivovara,22.0,4.0,6.35,RIS Barrel Aged,Zmajska Pivovara,10.1,Agram Stout,Pivnica Medvedgrad Adijina,3.3299999999999996,Agram Stout,Pivnica Medvedgrad Adijina,5.0,6.0,4.983333333333333,Karlovačko Royal,Karlovaċka Pivovara,5.4,San Servolo Svijetlo Pivo,Bujska Pivovara,3.31,Karlovačko Pivo,Karlovaċka Pivovara,431.0,2.0,6.5,Bob Barley,Visibaba Pivo,6.5,Porter,Zmajska Pivovara,3.6459999999999995,Porter,Zmajska Pivovara,13.0,14.0,2.1857142857142855,Grofica Kirsch,Pivnica Medvedgrad Adijina,4.0,Osječko Black Radler,Osječka Pivovara,3.142,Radler (Limun),Karlovaċka Pivovara,7.0,1.0,4.5,The Garden Red Rye,The Garden Brewery,4.5,The Garden Red Rye,The Garden Brewery,2.9,The Garden Red Rye,The Garden Brewery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,62.0,5.595161290322581,Pacha Black IPA,Cerveceria SABAI,10.0,Apolo Stout,Abysmo Brewery,3.2575,Pilsener,Cervezas Nacionales,43.0,7.0,7.142857142857143,Pacha Black IPA,Cerveceria SABAI,10.0,Pacha Black IPA,Cerveceria SABAI,3.1666666666666665,IPA,The Turtle's Head British Pub & Brewery,2.0,8.0,4.7375,Ambar,Los 3 Monjes - Cerveza Artesanal Ecuatoriana,7.6,Club Premium,Cervezas Nacionales,3.0623076923076926,Club Premium,Cervezas Nacionales,24.0,23.0,5.5826086956521745,Dark Strong Ale,Los 3 Monjes - Cerveza Artesanal Ecuatoriana,8.5,Club Negra,Cervezas Nacionales,3.0871428571428576,Club Negra,Cervezas Nacionales,5.0,5.0,6.08,Stout (Negra),La Compañia Cerveceria,8.0,Apolo Stout,Abysmo Brewery,3.2575,Qatmeal Stout - Negra 50,Cervecería Artesanal Páramo Brauhaus,2.0,3.0,4.133333333333334,Dirty Monk,Los 3 Monjes - Cerveza Artesanal Ecuatoriana,4.4,Pilsener,Cervezas Nacionales,2.9446666666666657,Pilsener,Cervezas Nacionales,43.0,5.0,5.68,Dark Soul,Sinners Brewery,6.4,Porter,The Turtle's Head British Pub & Brewery,3.005,Porter,The Turtle's Head British Pub & Brewery,2.0,1.0,4.0,Ginger Beer,El Quetzal Cerveza Artesanal,4.0,Ginger Beer,El Quetzal Cerveza Artesanal,2.686666666666667,Ginger Beer,El Quetzal Cerveza Artesanal,1.0,,,,,,,,,,,,1.0,5.2,Guayusa,Los 3 Monjes - Cerveza Artesanal Ecuatoriana,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,167.0,5.884910179640717,Golem,The Dancing Camel Brewing Co.,11.0,Embargo Cuban Tobacco Leaf Porter,Herzl Beer,3.7790909090909084,Gold Star Dark Lager,Tempo Beer Industries LTD,126.0,31.0,6.5435483870967746,Golem,The Dancing Camel Brewing Co.,11.0,Golem,The Dancing Camel Brewing Co.,3.532,Alexander Green,Alexander,15.0,17.0,5.31764705882353,Maccabee Beer 7.9%,Tempo Beer Industries LTD,7.9,Dark Lager,Jem's Beer Factory,3.2275,Gold Star Dark Lager,Tempo Beer Industries LTD,126.0,56.0,5.721964285714286,Jem's 8.8,Jem's Beer Factory,8.8,American Pale Ale,The Dancing Camel Brewing Co.,3.6469230769230765,Malka Admonit (Pale Ale),Malka Brewery,42.0,11.0,5.681818181818181,Alexander Imperial Stout,Alexander,10.4,Alexander Black,Alexander,3.629259259259259,Malka Keha (Stout),Malka Brewery,67.0,3.0,4.933333333333334,Pils,Jem's Beer Factory,5.0,Pils,Jem's Beer Factory,3.078333333333333,Maccabee Premium Beer,Tempo Beer Industries LTD,30.0,9.0,5.588888888888889,1872 Baltic Porter,The Dancing Camel Brewing Co.,8.0,Embargo Cuban Tobacco Leaf Porter,Herzl Beer,3.7790909090909084,Embargo Cuban Tobacco Leaf Porter,Herzl Beer,9.0,5.0,6.1,Soof Dark Berry,Soof Craft Brewery,8.0,Negev Passiflora,Negev Brewery,3.2328571428571427,Negev Passiflora,Negev Brewery,5.0,2.0,5.6,Sug Shel Hita,Herzl Beer,5.6,Roggen - Weizen,Herzl Beer,2.9299999999999997,Sug Shel Hita,Herzl Beer,1.0,2.0,5.75,Two Cats On A Camel,The Dancing Camel Brewing Co.,6.5,Leche Del Diablo,The Dancing Camel Brewing Co.,3.499,Leche Del Diablo,The Dancing Camel Brewing Co.,8.0,4.0,5.825,Mosco Smoked Beer,Mosco Beer Brewery,7.0,HaDubim HaMaka HaRishona Smoked Red Ale,HaDubim,3.085,HaDubim HaMaka HaRishona Smoked Red Ale,HaDubim,2.0,,,,,,,,,,,
